Sun Oct 11 08:54:35 2020
Joystick Mode (120s)
{'Time': 9646, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 3.56, 'IMU_Acc_x': 0.05, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.87, 'Loop_dt': 24, 'Acc_Accu': 1133}
{'Time': 9745, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 3.56, 'IMU_Acc_x': 0.06, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.86, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 9845, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 3.57, 'IMU_Acc_x': 0.05, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.86, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 9945, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.00, 'IMU_yaw': 3.57, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': -0.04, 'IMU_Acc_z': 9.88, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 10044, 'Left_wheel_dist': -6, 'Right_wheel_dist': 0, 'IMU_roll': -0.02, 'IMU_pitch': -0.02, 'IMU_yaw': 3.53, 'IMU_Acc_x': -0.26, 'IMU_Acc_y': -0.42, 'IMU_Acc_z': 9.87, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 10145, 'Left_wheel_dist': -15, 'Right_wheel_dist': -4, 'IMU_roll': -0.00, 'IMU_pitch': -0.05, 'IMU_yaw': 3.43, 'IMU_Acc_x': -0.57, 'IMU_Acc_y': -0.26, 'IMU_Acc_z': 9.83, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 10247, 'Left_wheel_dist': -26, 'Right_wheel_dist': -11, 'IMU_roll': 0.02, 'IMU_pitch': 0.01, 'IMU_yaw': 3.50, 'IMU_Acc_x': 0.20, 'IMU_Acc_y': 0.18, 'IMU_Acc_z': 9.90, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 10347, 'Left_wheel_dist': -35, 'Right_wheel_dist': -15, 'IMU_roll': 0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 3.59, 'IMU_Acc_x': 0.14, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.85, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 10448, 'Left_wheel_dist': -44, 'Right_wheel_dist': -22, 'IMU_roll': -0.01, 'IMU_pitch': -0.01, 'IMU_yaw': 3.49, 'IMU_Acc_x': -0.16, 'IMU_Acc_y': -0.16, 'IMU_Acc_z': 9.85, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 10550, 'Left_wheel_dist': -57, 'Right_wheel_dist': -28, 'IMU_roll': -0.01, 'IMU_pitch': -0.00, 'IMU_yaw': 3.51, 'IMU_Acc_x': 0.09, 'IMU_Acc_y': 0.13, 'IMU_Acc_z': 9.88, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 10651, 'Left_wheel_dist': -68, 'Right_wheel_dist': -37, 'IMU_roll': -0.00, 'IMU_pitch': 0.00, 'IMU_yaw': 3.53, 'IMU_Acc_x': -0.12, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.84, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 10754, 'Left_wheel_dist': -81, 'Right_wheel_dist': -44, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.59, 'IMU_Acc_x': 0.13, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.86, 'Loop_dt': 25, 'Acc_Accu': 6}
{'Time': 10844, 'Left_wheel_dist': -90, 'Right_wheel_dist': -50, 'IMU_roll': 0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.53, 'IMU_Acc_x': 0.13, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.91, 'Loop_dt': 24, 'Acc_Accu': 5}
{'Time': 10947, 'Left_wheel_dist': -101, 'Right_wheel_dist': -57, 'IMU_roll': 0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 3.53, 'IMU_Acc_x': 0.23, 'IMU_Acc_y': 0.02, 'IMU_Acc_z': 9.86, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 11051, 'Left_wheel_dist': -110, 'Right_wheel_dist': -66, 'IMU_roll': 0.00, 'IMU_pitch': -0.00, 'IMU_yaw': 3.54, 'IMU_Acc_x': -0.03, 'IMU_Acc_y': 0.03, 'IMU_Acc_z': 9.88, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 11154, 'Left_wheel_dist': -123, 'Right_wheel_dist': -77, 'IMU_roll': -0.01, 'IMU_pitch': -0.02, 'IMU_yaw': 3.53, 'IMU_Acc_x': -0.26, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.83, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 11243, 'Left_wheel_dist': -135, 'Right_wheel_dist': -90, 'IMU_roll': 0.01, 'IMU_pitch': -0.01, 'IMU_yaw': 3.50, 'IMU_Acc_x': -0.03, 'IMU_Acc_y': -0.13, 'IMU_Acc_z': 9.95, 'Loop_dt': 23, 'Acc_Accu': 5}
{'Time': 11346, 'Left_wheel_dist': -150, 'Right_wheel_dist': -101, 'IMU_roll': -0.01, 'IMU_pitch': -0.01, 'IMU_yaw': 3.52, 'IMU_Acc_x': -0.06, 'IMU_Acc_y': -0.13, 'IMU_Acc_z': 9.81, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 11449, 'Left_wheel_dist': -168, 'Right_wheel_dist': -117, 'IMU_roll': -0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.53, 'IMU_Acc_x': -0.09, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.90, 'Loop_dt': 23, 'Acc_Accu': 6}
