Mon Oct 12 15:48:36 2020
Joystick Mode (120s)
{'Time': 9641, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.79, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 22, 'Acc_Accu': 1141}
{'Time': 11841, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.88, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 11943, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.88, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 12044, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.04, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 12145, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.04, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 12247, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.88, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 12348, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.88, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 12450, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.88, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 12540, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.88, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 12641, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 0.77, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.88, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 12742, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 0.77, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.88, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 12844, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 0.77, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 12945, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.04, 'IMU_yaw': 0.77, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 13046, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.77, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 13148, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.77, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 13249, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.04, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.88, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 13350, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 0.77, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.88, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 13442, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.77, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.89, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 13543, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 0.77, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.88, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 13645, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.04, 'IMU_yaw': 0.77, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.88, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 13747, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.77, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.88, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 13848, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.77, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 13950, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 0.77, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 14042, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 14144, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 14245, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 14347, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.77, 'IMU_Acc_x': 0.42, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 14449, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 0.77, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 14551, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.77, 'IMU_Acc_x': 0.42, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.89, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 14652, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 0.77, 'IMU_Acc_x': 0.42, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.88, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 14743, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.77, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.88, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 14852, 'Left_wheel_dist': 2, 'Right_wheel_dist': 0, 'IMU_roll': 0.02, 'IMU_pitch': 0.07, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.60, 'IMU_Acc_y': 0.15, 'IMU_Acc_z': 9.85, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 14943, 'Left_wheel_dist': 2, 'Right_wheel_dist': 0, 'IMU_roll': -0.02, 'IMU_pitch': 0.03, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.30, 'IMU_Acc_y': -0.44, 'IMU_Acc_z': 9.83, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 15045, 'Left_wheel_dist': 2, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.06, 'IMU_Acc_y': -0.19, 'IMU_Acc_z': 9.86, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 15148, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.65, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.90, 'Loop_dt': 23, 'Acc_Accu': 7}
{'Time': 15249, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.04, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.37, 'IMU_Acc_y': 0.02, 'IMU_Acc_z': 9.85, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 15350, 'Left_wheel_dist': 2, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.43, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 15453, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.89, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 15543, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.88, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 15645, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 15748, 'Left_wheel_dist': 2, 'Right_wheel_dist': 0, 'IMU_roll': -0.02, 'IMU_pitch': 0.05, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 15848, 'Left_wheel_dist': 2, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 0.77, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.88, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 15949, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 0.77, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 16052, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.77, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.88, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 16154, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.04, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.42, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 16245, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.04, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.42, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 16347, 'Left_wheel_dist': 2, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.04, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 16449, 'Left_wheel_dist': 2, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.42, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 16551, 'Left_wheel_dist': 2, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.04, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.88, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 16653, 'Left_wheel_dist': 2, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 16755, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 16845, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 16948, 'Left_wheel_dist': 2, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.79, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 23, 'Acc_Accu': 7}
{'Time': 17049, 'Left_wheel_dist': 2, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 17152, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.42, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 17253, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.79, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 17354, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.04, 'IMU_yaw': 0.79, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 17456, 'Left_wheel_dist': 2, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.79, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.88, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 17546, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.79, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 17647, 'Left_wheel_dist': 2, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.04, 'IMU_yaw': 0.79, 'IMU_Acc_x': 0.42, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.88, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 17750, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.79, 'IMU_Acc_x': 0.42, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 17851, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.79, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.88, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 17952, 'Left_wheel_dist': 2, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.79, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 18054, 'Left_wheel_dist': 2, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.88, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 18155, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 0.78, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
