Mon Oct 12 15:40:41 2020
Joystick Mode (120s)
{'Time': 9646, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 0.83, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.89, 'Loop_dt': 22, 'Acc_Accu': 1143}
{'Time': 9737, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.84, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.89, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 9839, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.84, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 9940, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 0.84, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 10041, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.84, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 10143, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 0.85, 'IMU_Acc_x': 0.34, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.89, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 10246, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.84, 'IMU_Acc_x': 0.34, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.88, 'Loop_dt': 23, 'Acc_Accu': 7}
{'Time': 10347, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.84, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 10437, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.84, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.90, 'Loop_dt': 21, 'Acc_Accu': 6}
{'Time': 10539, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.84, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.89, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 10639, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.84, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 10741, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 0.84, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 10844, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.84, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.88, 'Loop_dt': 23, 'Acc_Accu': 7}
{'Time': 10945, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.84, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 11047, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.84, 'IMU_Acc_x': 0.34, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 11138, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.83, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.90, 'Loop_dt': 22, 'Acc_Accu': 6}
{'Time': 11238, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 0.84, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 11340, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.84, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.89, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 11442, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 0.84, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.89, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 11544, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.84, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 22, 'Acc_Accu': 7}
{'Time': 11645, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 0.83, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.88, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 11746, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.83, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.88, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 11847, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 0.83, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.89, 'Loop_dt': 21, 'Acc_Accu': 7}
{'Time': 11950, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 0.83, 'IMU_Acc_x': 0.34, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.89, 'Loop_dt': 23, 'Acc_Accu': 7}
{'Time': 12040, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 0.83, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.88, 'Loop_dt': 22, 'Acc_Accu': 6}
