Mon Aug 10 17:40:43 2020
Joystick Mode (120s)
{'Time': 9641, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.00, 'IMU_yaw': 1.86, 'IMU_Acc_x': 0.03, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.78, 'Loop_dt': 21, 'Acc_Accu': 1134}
{'Time': 13347, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 1.89, 'IMU_Acc_x': 0.03, 'IMU_Acc_y': -0.04, 'IMU_Acc_z': 9.79, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 13448, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 1.88, 'IMU_Acc_x': 0.03, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 13547, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 1.88, 'IMU_Acc_x': 0.03, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 13646, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 1.88, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.78, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 13747, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 1.88, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.78, 'Loop_dt': 25, 'Acc_Accu': 6}
{'Time': 13847, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 1.88, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': -0.04, 'IMU_Acc_z': 9.78, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 13947, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 1.88, 'IMU_Acc_x': 0.03, 'IMU_Acc_y': -0.04, 'IMU_Acc_z': 9.78, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 14048, 'Left_wheel_dist': 4, 'Right_wheel_dist': 0, 'IMU_roll': 0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 1.89, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.66, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 14149, 'Left_wheel_dist': 15, 'Right_wheel_dist': 8, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 1.90, 'IMU_Acc_x': 0.88, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.99, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 14251, 'Left_wheel_dist': 30, 'Right_wheel_dist': 17, 'IMU_roll': 0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 1.92, 'IMU_Acc_x': 0.19, 'IMU_Acc_y': 0.09, 'IMU_Acc_z': 9.80, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 14351, 'Left_wheel_dist': 46, 'Right_wheel_dist': 30, 'IMU_roll': -0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 1.92, 'IMU_Acc_x': 0.17, 'IMU_Acc_y': -0.37, 'IMU_Acc_z': 9.89, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 14452, 'Left_wheel_dist': 59, 'Right_wheel_dist': 44, 'IMU_roll': -0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 1.93, 'IMU_Acc_x': 0.02, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.77, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 14554, 'Left_wheel_dist': 73, 'Right_wheel_dist': 55, 'IMU_roll': -0.01, 'IMU_pitch': 0.00, 'IMU_yaw': 1.93, 'IMU_Acc_x': -0.11, 'IMU_Acc_y': -0.01, 'IMU_Acc_z': 9.77, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 14654, 'Left_wheel_dist': 86, 'Right_wheel_dist': 68, 'IMU_roll': -0.00, 'IMU_pitch': 0.00, 'IMU_yaw': 1.94, 'IMU_Acc_x': 0.02, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.78, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 14755, 'Left_wheel_dist': 97, 'Right_wheel_dist': 79, 'IMU_roll': -0.01, 'IMU_pitch': -0.00, 'IMU_yaw': 1.95, 'IMU_Acc_x': -0.03, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.80, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 14857, 'Left_wheel_dist': 108, 'Right_wheel_dist': 88, 'IMU_roll': -0.01, 'IMU_pitch': -0.01, 'IMU_yaw': 1.94, 'IMU_Acc_x': -0.15, 'IMU_Acc_y': -0.15, 'IMU_Acc_z': 9.80, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 14946, 'Left_wheel_dist': 117, 'Right_wheel_dist': 97, 'IMU_roll': -0.01, 'IMU_pitch': -0.00, 'IMU_yaw': 1.95, 'IMU_Acc_x': -0.04, 'IMU_Acc_y': -0.04, 'IMU_Acc_z': 9.78, 'Loop_dt': 24, 'Acc_Accu': 5}
{'Time': 15047, 'Left_wheel_dist': 123, 'Right_wheel_dist': 104, 'IMU_roll': -0.01, 'IMU_pitch': -0.00, 'IMU_yaw': 1.95, 'IMU_Acc_x': 0.00, 'IMU_Acc_y': -0.12, 'IMU_Acc_z': 9.79, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 15149, 'Left_wheel_dist': 132, 'Right_wheel_dist': 110, 'IMU_roll': -0.00, 'IMU_pitch': 0.00, 'IMU_yaw': 1.96, 'IMU_Acc_x': 0.06, 'IMU_Acc_y': 0.00, 'IMU_Acc_z': 9.77, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 15249, 'Left_wheel_dist': 139, 'Right_wheel_dist': 119, 'IMU_roll': -0.01, 'IMU_pitch': 0.00, 'IMU_yaw': 1.97, 'IMU_Acc_x': 0.07, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.78, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 15350, 'Left_wheel_dist': 146, 'Right_wheel_dist': 126, 'IMU_roll': -0.00, 'IMU_pitch': 0.00, 'IMU_yaw': 1.98, 'IMU_Acc_x': -0.06, 'IMU_Acc_y': -0.02, 'IMU_Acc_z': 9.78, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 15452, 'Left_wheel_dist': 152, 'Right_wheel_dist': 132, 'IMU_roll': -0.00, 'IMU_pitch': -0.00, 'IMU_yaw': 1.98, 'IMU_Acc_x': -0.07, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.77, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 15552, 'Left_wheel_dist': 159, 'Right_wheel_dist': 137, 'IMU_roll': -0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 1.98, 'IMU_Acc_x': 0.06, 'IMU_Acc_y': -0.02, 'IMU_Acc_z': 9.81, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 15654, 'Left_wheel_dist': 166, 'Right_wheel_dist': 143, 'IMU_roll': -0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 1.99, 'IMU_Acc_x': 0.17, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.82, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 15757, 'Left_wheel_dist': 174, 'Right_wheel_dist': 150, 'IMU_roll': -0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 2.00, 'IMU_Acc_x': 0.15, 'IMU_Acc_y': -0.02, 'IMU_Acc_z': 9.80, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 15846, 'Left_wheel_dist': 181, 'Right_wheel_dist': 157, 'IMU_roll': -0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 2.00, 'IMU_Acc_x': 0.06, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.75, 'Loop_dt': 23, 'Acc_Accu': 5}
{'Time': 15949, 'Left_wheel_dist': 190, 'Right_wheel_dist': 163, 'IMU_roll': -0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 2.01, 'IMU_Acc_x': 0.06, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.80, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 16053, 'Left_wheel_dist': 197, 'Right_wheel_dist': 174, 'IMU_roll': -0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 2.00, 'IMU_Acc_x': 0.09, 'IMU_Acc_y': -0.36, 'IMU_Acc_z': 9.66, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 16156, 'Left_wheel_dist': 197, 'Right_wheel_dist': 199, 'IMU_roll': -0.10, 'IMU_pitch': 0.03, 'IMU_yaw': 1.96, 'IMU_Acc_x': 0.54, 'IMU_Acc_y': -1.81, 'IMU_Acc_z': 10.02, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 16260, 'Left_wheel_dist': 197, 'Right_wheel_dist': 228, 'IMU_roll': -0.04, 'IMU_pitch': 0.02, 'IMU_yaw': 1.92, 'IMU_Acc_x': 0.26, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.76, 'Loop_dt': 25, 'Acc_Accu': 6}
{'Time': 16350, 'Left_wheel_dist': 199, 'Right_wheel_dist': 247, 'IMU_roll': 0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 1.88, 'IMU_Acc_x': 0.02, 'IMU_Acc_y': 0.36, 'IMU_Acc_z': 9.68, 'Loop_dt': 24, 'Acc_Accu': 5}
{'Time': 16453, 'Left_wheel_dist': 203, 'Right_wheel_dist': 267, 'IMU_roll': 0.04, 'IMU_pitch': -0.01, 'IMU_yaw': 1.86, 'IMU_Acc_x': -0.23, 'IMU_Acc_y': 0.70, 'IMU_Acc_z': 9.75, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 16557, 'Left_wheel_dist': 214, 'Right_wheel_dist': 290, 'IMU_roll': 0.03, 'IMU_pitch': 0.01, 'IMU_yaw': 1.85, 'IMU_Acc_x': 0.13, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.59, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 16659, 'Left_wheel_dist': 239, 'Right_wheel_dist': 318, 'IMU_roll': 0.04, 'IMU_pitch': 0.08, 'IMU_yaw': 1.85, 'IMU_Acc_x': 1.65, 'IMU_Acc_y': 0.47, 'IMU_Acc_z': 10.10, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 16749, 'Left_wheel_dist': 263, 'Right_wheel_dist': 345, 'IMU_roll': 0.03, 'IMU_pitch': 0.04, 'IMU_yaw': 1.85, 'IMU_Acc_x': 0.24, 'IMU_Acc_y': 0.21, 'IMU_Acc_z': 9.75, 'Loop_dt': 23, 'Acc_Accu': 5}
{'Time': 16852, 'Left_wheel_dist': 294, 'Right_wheel_dist': 376, 'IMU_roll': 0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 1.86, 'IMU_Acc_x': -0.06, 'IMU_Acc_y': -0.14, 'IMU_Acc_z': 9.73, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 16956, 'Left_wheel_dist': 325, 'Right_wheel_dist': 409, 'IMU_roll': 0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 1.86, 'IMU_Acc_x': 0.25, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.87, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 17059, 'Left_wheel_dist': 356, 'Right_wheel_dist': 440, 'IMU_roll': 0.03, 'IMU_pitch': -0.00, 'IMU_yaw': 1.87, 'IMU_Acc_x': -0.09, 'IMU_Acc_y': 0.35, 'IMU_Acc_z': 9.77, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 17149, 'Left_wheel_dist': 385, 'Right_wheel_dist': 469, 'IMU_roll': 0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 1.88, 'IMU_Acc_x': 0.16, 'IMU_Acc_y': 0.04, 'IMU_Acc_z': 9.84, 'Loop_dt': 23, 'Acc_Accu': 5}
{'Time': 17251, 'Left_wheel_dist': 416, 'Right_wheel_dist': 502, 'IMU_roll': 0.00, 'IMU_pitch': -0.00, 'IMU_yaw': 1.90, 'IMU_Acc_x': -0.07, 'IMU_Acc_y': -0.04, 'IMU_Acc_z': 9.80, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 17353, 'Left_wheel_dist': 449, 'Right_wheel_dist': 535, 'IMU_roll': -0.00, 'IMU_pitch': -0.00, 'IMU_yaw': 1.91, 'IMU_Acc_x': -0.06, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.83, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 17455, 'Left_wheel_dist': 480, 'Right_wheel_dist': 562, 'IMU_roll': -0.01, 'IMU_pitch': 0.00, 'IMU_yaw': 1.92, 'IMU_Acc_x': 0.05, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.69, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 17555, 'Left_wheel_dist': 513, 'Right_wheel_dist': 593, 'IMU_roll': -0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 1.94, 'IMU_Acc_x': 0.19, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.84, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 17656, 'Left_wheel_dist': 549, 'Right_wheel_dist': 624, 'IMU_roll': -0.02, 'IMU_pitch': 0.03, 'IMU_yaw': 1.95, 'IMU_Acc_x': 0.33, 'IMU_Acc_y': -0.22, 'IMU_Acc_z': 9.66, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 17760, 'Left_wheel_dist': 588, 'Right_wheel_dist': 664, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 1.98, 'IMU_Acc_x': 0.53, 'IMU_Acc_y': 0.09, 'IMU_Acc_z': 9.85, 'Loop_dt': 25, 'Acc_Accu': 6}
{'Time': 17849, 'Left_wheel_dist': 630, 'Right_wheel_dist': 701, 'IMU_roll': -0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 2.00, 'IMU_Acc_x': 0.24, 'IMU_Acc_y': -0.14, 'IMU_Acc_z': 9.79, 'Loop_dt': 23, 'Acc_Accu': 5}
{'Time': 17953, 'Left_wheel_dist': 673, 'Right_wheel_dist': 743, 'IMU_roll': -0.01, 'IMU_pitch': 0.00, 'IMU_yaw': 2.02, 'IMU_Acc_x': -0.07, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.74, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 18058, 'Left_wheel_dist': 719, 'Right_wheel_dist': 783, 'IMU_roll': -0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 2.03, 'IMU_Acc_x': 0.06, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.73, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 18162, 'Left_wheel_dist': 759, 'Right_wheel_dist': 825, 'IMU_roll': -0.01, 'IMU_pitch': 0.00, 'IMU_yaw': 2.04, 'IMU_Acc_x': -0.03, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.75, 'Loop_dt': 23, 'Acc_Accu': 6}
