Sun Oct 11 08:59:52 2020
Joystick Mode (120s)
{'Time': 9640, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': -0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.40, 'IMU_Acc_x': 0.14, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.88, 'Loop_dt': 21, 'Acc_Accu': 1138}
{'Time': 15347, 'Left_wheel_dist': -427, 'Right_wheel_dist': -405, 'IMU_roll': 0.00, 'IMU_pitch': 0.00, 'IMU_yaw': 3.42, 'IMU_Acc_x': 0.00, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.88, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 15451, 'Left_wheel_dist': -438, 'Right_wheel_dist': -416, 'IMU_roll': -0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 3.38, 'IMU_Acc_x': 0.06, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.87, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 15554, 'Left_wheel_dist': -447, 'Right_wheel_dist': -427, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.43, 'IMU_Acc_x': 0.11, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.90, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 15644, 'Left_wheel_dist': -456, 'Right_wheel_dist': -433, 'IMU_roll': -0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 3.42, 'IMU_Acc_x': 0.11, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.89, 'Loop_dt': 23, 'Acc_Accu': 5}
{'Time': 15748, 'Left_wheel_dist': -464, 'Right_wheel_dist': -444, 'IMU_roll': -0.02, 'IMU_pitch': -0.02, 'IMU_yaw': 3.44, 'IMU_Acc_x': -0.08, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.86, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 15851, 'Left_wheel_dist': -473, 'Right_wheel_dist': -456, 'IMU_roll': -0.00, 'IMU_pitch': -0.00, 'IMU_yaw': 3.41, 'IMU_Acc_x': 0.09, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.94, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 15954, 'Left_wheel_dist': -482, 'Right_wheel_dist': -464, 'IMU_roll': -0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 3.40, 'IMU_Acc_x': 0.10, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.88, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 16045, 'Left_wheel_dist': -489, 'Right_wheel_dist': -471, 'IMU_roll': -0.02, 'IMU_pitch': 0.02, 'IMU_yaw': 3.42, 'IMU_Acc_x': 0.06, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.88, 'Loop_dt': 24, 'Acc_Accu': 5}
{'Time': 16147, 'Left_wheel_dist': -498, 'Right_wheel_dist': -480, 'IMU_roll': -0.02, 'IMU_pitch': -0.01, 'IMU_yaw': 3.41, 'IMU_Acc_x': 0.09, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.87, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 16251, 'Left_wheel_dist': -509, 'Right_wheel_dist': -489, 'IMU_roll': 0.02, 'IMU_pitch': 0.01, 'IMU_yaw': 3.39, 'IMU_Acc_x': -0.11, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.89, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 16355, 'Left_wheel_dist': -518, 'Right_wheel_dist': -498, 'IMU_roll': 0.00, 'IMU_pitch': 0.00, 'IMU_yaw': 3.43, 'IMU_Acc_x': -0.01, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.90, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 16444, 'Left_wheel_dist': -526, 'Right_wheel_dist': -504, 'IMU_roll': 0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 3.40, 'IMU_Acc_x': -0.01, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.87, 'Loop_dt': 23, 'Acc_Accu': 5}
{'Time': 16548, 'Left_wheel_dist': -537, 'Right_wheel_dist': -513, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.40, 'IMU_Acc_x': -0.00, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.88, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 16653, 'Left_wheel_dist': -546, 'Right_wheel_dist': -522, 'IMU_roll': 0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.41, 'IMU_Acc_x': 0.06, 'IMU_Acc_y': -0.04, 'IMU_Acc_z': 9.89, 'Loop_dt': 25, 'Acc_Accu': 6}
{'Time': 16756, 'Left_wheel_dist': -553, 'Right_wheel_dist': -531, 'IMU_roll': -0.01, 'IMU_pitch': -0.02, 'IMU_yaw': 3.42, 'IMU_Acc_x': 0.02, 'IMU_Acc_y': -0.02, 'IMU_Acc_z': 9.89, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 16846, 'Left_wheel_dist': -562, 'Right_wheel_dist': -540, 'IMU_roll': 0.01, 'IMU_pitch': -0.02, 'IMU_yaw': 3.39, 'IMU_Acc_x': -0.19, 'IMU_Acc_y': -0.14, 'IMU_Acc_z': 9.87, 'Loop_dt': 23, 'Acc_Accu': 5}
{'Time': 16951, 'Left_wheel_dist': -573, 'Right_wheel_dist': -549, 'IMU_roll': 0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 3.40, 'IMU_Acc_x': -0.02, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.89, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 17054, 'Left_wheel_dist': -582, 'Right_wheel_dist': -557, 'IMU_roll': -0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 3.43, 'IMU_Acc_x': 0.06, 'IMU_Acc_y': -0.16, 'IMU_Acc_z': 9.88, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 17158, 'Left_wheel_dist': -593, 'Right_wheel_dist': -566, 'IMU_roll': -0.02, 'IMU_pitch': 0.01, 'IMU_yaw': 3.42, 'IMU_Acc_x': 0.13, 'IMU_Acc_y': -0.01, 'IMU_Acc_z': 9.92, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 17248, 'Left_wheel_dist': -602, 'Right_wheel_dist': -575, 'IMU_roll': 0.00, 'IMU_pitch': -0.02, 'IMU_yaw': 3.42, 'IMU_Acc_x': 0.00, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.91, 'Loop_dt': 24, 'Acc_Accu': 5}
{'Time': 17351, 'Left_wheel_dist': -611, 'Right_wheel_dist': -584, 'IMU_roll': -0.01, 'IMU_pitch': -0.00, 'IMU_yaw': 3.41, 'IMU_Acc_x': -0.11, 'IMU_Acc_y': -0.02, 'IMU_Acc_z': 9.84, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 17455, 'Left_wheel_dist': -622, 'Right_wheel_dist': -595, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.44, 'IMU_Acc_x': 0.08, 'IMU_Acc_y': 0.10, 'IMU_Acc_z': 9.90, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 17557, 'Left_wheel_dist': -630, 'Right_wheel_dist': -604, 'IMU_roll': -0.00, 'IMU_pitch': -0.02, 'IMU_yaw': 3.44, 'IMU_Acc_x': 0.05, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.88, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 17647, 'Left_wheel_dist': -639, 'Right_wheel_dist': -613, 'IMU_roll': -0.01, 'IMU_pitch': -0.01, 'IMU_yaw': 3.41, 'IMU_Acc_x': -0.25, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.88, 'Loop_dt': 23, 'Acc_Accu': 5}
{'Time': 17751, 'Left_wheel_dist': -650, 'Right_wheel_dist': -624, 'IMU_roll': -0.01, 'IMU_pitch': -0.01, 'IMU_yaw': 3.43, 'IMU_Acc_x': 0.02, 'IMU_Acc_y': -0.04, 'IMU_Acc_z': 9.87, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 17852, 'Left_wheel_dist': -659, 'Right_wheel_dist': -635, 'IMU_roll': 0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.40, 'IMU_Acc_x': 0.02, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.89, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 17953, 'Left_wheel_dist': -670, 'Right_wheel_dist': -644, 'IMU_roll': 0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 3.41, 'IMU_Acc_x': 0.08, 'IMU_Acc_y': -0.13, 'IMU_Acc_z': 9.88, 'Loop_dt': 23, 'Acc_Accu': 6}
{'Time': 18055, 'Left_wheel_dist': -679, 'Right_wheel_dist': -655, 'IMU_roll': -0.01, 'IMU_pitch': -0.01, 'IMU_yaw': 3.38, 'IMU_Acc_x': 0.02, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.91, 'Loop_dt': 24, 'Acc_Accu': 6}
{'Time': 18155, 'Left_wheel_dist': -688, 'Right_wheel_dist': -664, 'IMU_roll': 0.02, 'IMU_pitch': -0.01, 'IMU_yaw': 3.43, 'IMU_Acc_x': -0.13, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.83, 'Loop_dt': 23, 'Acc_Accu': 6}
